,Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
1891,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0460РК77,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-20,27.0,2024-04-20,27.0,,4.9
1892,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0460РК77,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-23,53.0,2024-04-23,53.0,3.0,4.9
1893,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0460РК77,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-27,21.0,2024-04-27,21.0,,4.9
1894,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0460РК77,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-28,31.0,2024-04-28,31.0,3.0,4.9
1896,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-01,12.0,2024-04-01,37.15,,6.0
1897,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-03,19.0,2024-04-03,19.0,,6.0
1898,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-04,4.0,2024-04-04,0.0,,6.0
1899,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-11,14.0,2024-04-11,14.0,1.0,6.0
1900,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-17,23.0,2024-04-17,23.0,,6.0
1901,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-18,40.0,2024-04-18,40.0,,6.0
1902,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-19,24.0,2024-04-19,24.0,,6.0
1903,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-20,2.0,2024-04-20,0.0,,6.0
1904,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-21,10.0,2024-04-21,0.0,1.0,6.0
1905,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0407РК77,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-24,293.0,2024-04-24,293.0,,6.0
1907,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0479ОК57,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-04,105.0,,,,5.6
1908,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0479ОК57,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-05,65.0,,,,5.6
1909,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0479ОК57,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-23,27.46,,,,5.6
1910,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0479ОК57,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-26,101.0,,,,5.6
1911,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0479ОК57,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,2024-04-27,3.54,,,,5.6
1912,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,Т495АЕ199,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,,0.0,,0.0,0.0,0.0
1914,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0050ММ77,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-02,2.0,,,,4.8
1915,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0050ММ77,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-16,3.0,,,,4.8
1969,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,М395ВН177,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,,0.0,,0.0,0.0,0.0
1970,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,ВЕ700577,Московская механизированная дистанция погрузочно-разгрузочных рабо#,Прочие,,0.0,,0.0,0.0,0.0
1972,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,А109ОО199,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-01,700.0,2024-04-01,700.0,,6.0
1973,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,А109ОО199,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-02,647.0,2024-04-02,647.0,1.0,6.0
1974,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,А109ОО199,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-03,279.0,2024-04-03,279.0,,6.0
1975,МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,А109ОО199,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,2024-04-04,466.0,2024-04-04,466.0,,6.0
